,index,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,temperature_2m,relative_humidity_2m,wind_speed_10m,hour,day,month,day_of_week,season,aqi_change_rate,temp_change_rate,humidity_change_rate
1970-01-01 00:00:00.000000000,2023-01-26 13:00:00,2,801.09,0.7,27.08,91.55,17.64,22.69,37.9,9.5,20.0,17.0,22.9,0,1,1,3,1,,,
1970-01-01 00:00:00.000000001,2023-01-26 14:00:00,3,1068.12,0.0,35.99,85.12,24.56,36.35,55.93,13.43,18.5,21.0,20.6,0,1,1,3,1,1.0,-1.5,4.0
1970-01-01 00:00:00.000000002,2023-01-26 15:00:00,4,1228.33,0.0,36.33,91.55,32.9,55.45,79.91,16.97,17.6,23.0,17.3,0,1,1,3,1,1.0,-0.8999999999999986,2.0
1970-01-01 00:00:00.000000003,2023-01-26 16:00:00,5,1495.36,0.0,40.1,92.98,37.67,79.97,111.3,23.05,16.8,25.0,17.1,0,1,1,3,1,1.0,-0.8000000000000007,2.0
1970-01-01 00:00:00.000000004,2023-01-26 17:00:00,5,1708.98,0.0,41.81,88.69,34.81,98.79,136.3,28.63,15.9,27.0,17.8,0,1,1,3,1,0.0,-0.9000000000000004,2.0
1970-01-01 00:00:00.000000005,2023-01-26 18:00:00,5,1789.09,0.0,41.47,83.68,29.56,105.85,147.09,30.65,15.3,29.0,17.1,0,1,1,3,1,0.0,-0.5999999999999996,2.0
1970-01-01 00:00:00.000000006,2023-01-26 19:00:00,5,1575.47,0.0,36.67,84.4,24.8,93.95,133.33,25.33,14.9,29.0,18.2,0,1,1,3,1,0.0,-0.40000000000000036,0.0
1970-01-01 00:00:00.000000007,2023-01-26 20:00:00,4,1081.47,0.0,24.33,95.84,20.27,67.6,99.05,15.2,14.5,30.0,20.7,0,1,1,3,1,-1.0,-0.40000000000000036,1.0
1970-01-01 00:00:00.000000008,2023-01-26 21:00:00,4,807.76,0.0,15.77,104.43,19.79,58.06,83.7,11.27,14.1,33.0,20.4,0,1,1,3,1,0.0,-0.40000000000000036,3.0
1970-01-01 00:00:00.000000009,2023-01-26 22:00:00,4,714.3,0.0,12.85,108.72,21.93,54.29,75.97,10.13,13.5,35.0,19.7,0,1,1,3,1,0.0,-0.5999999999999996,2.0
1970-01-01 00:00:00.000000010,2023-01-26 23:00:00,4,687.6,0.0,12.51,107.29,24.08,51.1,71.62,9.75,13.2,36.0,20.7,0,1,1,3,1,0.0,-0.3000000000000007,1.0
1970-01-01 00:00:00.000000011,2023-01-27 00:00:00,3,680.92,0.0,12.85,105.86,25.27,48.74,69.9,9.5,13.2,38.0,21.3,0,1,1,3,1,-1.0,0.0,2.0
1970-01-01 00:00:00.000000012,2023-01-27 01:00:00,3,720.98,0.0,14.74,104.43,25.27,48.73,71.93,10.01,12.6,40.0,20.2,0,1,1,3,1,0.0,-0.5999999999999996,2.0
1970-01-01 00:00:00.000000013,2023-01-27 02:00:00,4,974.66,0.0,23.31,94.41,26.7,58.97,86.36,14.57,12.4,40.0,20.2,0,1,1,3,1,1.0,-0.1999999999999993,0.0
1970-01-01 00:00:00.000000014,2023-01-27 03:00:00,5,1628.88,0.17,47.3,71.53,30.52,84.69,119.65,24.07,12.9,38.0,21.1,0,1,1,3,1,1.0,0.5,-2.0
1970-01-01 00:00:00.000000015,2023-01-27 04:00:00,5,2056.12,5.59,61.69,60.08,33.38,97.57,138.81,28.37,14.9,32.0,19.1,0,1,1,3,1,0.0,2.0,-6.0
1970-01-01 00:00:00.000000016,2023-01-27 05:00:00,5,1922.61,9.83,52.78,75.1,34.33,93.09,137.36,26.6,17.4,26.0,22.5,0,1,1,3,1,0.0,2.4999999999999982,-6.0
1970-01-01 00:00:00.000000017,2023-01-27 06:00:00,5,1522.06,7.38,38.73,103.0,34.81,82.1,124.51,21.79,19.7,22.0,26.7,0,1,1,3,1,0.0,2.3000000000000007,-4.0
1970-01-01 00:00:00.000000018,2023-01-27 07:00:00,3,834.47,3.41,19.71,128.75,30.52,46.73,73.29,10.39,21.2,16.0,30.9,0,1,1,3,1,-2.0,1.5,-6.0
1970-01-01 00:00:00.000000019,2023-01-27 08:00:00,3,700.95,2.88,16.45,133.04,29.09,37.28,59.07,8.23,22.2,14.0,29.9,0,1,1,3,1,0.0,1.0,-2.0
1970-01-01 00:00:00.000000020,2023-01-27 09:00:00,3,667.57,2.63,15.77,137.33,28.61,36.34,59.47,7.41,22.9,13.0,28.7,0,1,1,3,1,0.0,0.6999999999999993,-1.0
1970-01-01 00:00:00.000000021,2023-01-27 10:00:00,3,687.6,2.51,16.62,138.76,27.42,37.26,61.61,7.41,23.2,12.0,28.5,0,1,1,3,1,0.0,0.3000000000000007,-1.0
1970-01-01 00:00:00.000000022,2023-01-27 11:00:00,3,727.65,2.29,18.68,135.9,26.7,39.83,66.04,7.92,23.0,13.0,27.5,0,1,1,3,1,0.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000000023,2023-01-27 12:00:00,3,787.73,1.69,21.93,128.75,25.51,41.7,70.24,8.74,22.0,17.0,27.3,0,1,1,3,1,0.0,-1.0,4.0
1970-01-01 00:00:00.000000024,2023-01-27 13:00:00,4,1174.93,0.71,39.07,105.86,26.94,52.95,85.34,13.17,20.8,20.0,23.0,0,1,1,3,1,1.0,-1.1999999999999993,3.0
1970-01-01 00:00:00.000000025,2023-01-27 14:00:00,4,1575.47,0.0,50.72,85.12,27.66,67.71,103.83,19.25,19.4,22.0,19.0,0,1,1,3,1,0.0,-1.4000000000000021,2.0
1970-01-01 00:00:00.000000026,2023-01-27 15:00:00,5,1815.8,0.0,52.09,80.82,29.33,83.88,122.09,25.59,18.3,23.0,18.1,0,1,1,3,1,1.0,-1.0999999999999979,1.0
1970-01-01 00:00:00.000000027,2023-01-27 16:00:00,5,1869.2,0.0,47.3,84.4,30.52,93.4,132.54,29.13,17.4,25.0,17.8,0,1,1,3,1,0.0,-0.9000000000000021,2.0
1970-01-01 00:00:00.000000028,2023-01-27 17:00:00,5,1708.98,0.0,40.1,91.55,29.8,91.65,129.16,28.12,16.7,25.0,17.9,0,1,1,3,1,0.0,-0.6999999999999993,0.0
1970-01-01 00:00:00.000000029,2023-01-27 18:00:00,5,1588.82,0.0,35.99,98.71,29.33,88.13,123.55,26.09,16.1,26.0,18.3,0,1,1,3,1,0.0,-0.5999999999999979,1.0
1970-01-01 00:00:00.000000030,2023-01-27 19:00:00,5,1335.14,0.0,31.19,104.43,27.89,75.11,106.22,20.01,15.6,26.0,20.2,0,1,1,3,1,0.0,-0.5000000000000018,0.0
1970-01-01 00:00:00.000000031,2023-01-27 20:00:00,4,907.9,0.0,20.91,111.58,23.13,52.22,76.46,11.91,15.4,27.0,21.9,0,1,1,3,1,-1.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000000032,2023-01-27 21:00:00,3,634.19,0.0,12.0,111.58,15.97,37.27,57.56,8.36,15.1,26.0,22.2,0,1,1,3,1,-1.0,-0.3000000000000007,-1.0
1970-01-01 00:00:00.000000033,2023-01-27 22:00:00,3,554.08,0.0,9.85,103.0,11.56,29.74,47.7,8.23,14.6,27.0,21.4,0,1,1,3,1,0.0,-0.5,1.0
1970-01-01 00:00:00.000000034,2023-01-27 23:00:00,3,547.41,0.0,9.77,97.27,10.25,26.71,43.44,8.61,14.1,28.0,20.4,0,1,1,3,1,0.0,-0.5,1.0
1970-01-01 00:00:00.000000035,2023-01-28 00:00:00,3,547.41,0.0,10.02,94.41,10.49,25.7,42.2,8.74,13.9,30.0,20.0,0,1,1,3,1,0.0,-0.1999999999999993,2.0
1970-01-01 00:00:00.000000036,2023-01-28 01:00:00,3,587.46,0.0,11.48,94.41,11.21,26.7,44.37,9.25,13.2,32.0,20.6,0,1,1,3,1,0.0,-0.7000000000000011,2.0
1970-01-01 00:00:00.000000037,2023-01-28 02:00:00,3,787.73,0.0,17.99,88.69,13.35,35.95,57.39,12.67,12.9,34.0,20.2,0,1,1,3,1,0.0,-0.29999999999999893,2.0
1970-01-01 00:00:00.000000038,2023-01-28 03:00:00,4,1295.09,0.13,36.33,72.24,17.88,58.69,87.7,20.27,13.4,34.0,19.2,0,1,1,3,1,1.0,0.5,0.0
1970-01-01 00:00:00.000000039,2023-01-28 04:00:00,4,1682.28,4.08,48.67,64.37,21.46,73.15,109.27,24.07,15.4,31.0,17.1,0,1,1,3,1,0.0,2.0,-3.0
1970-01-01 00:00:00.000000040,2023-01-28 05:00:00,4,1615.52,7.49,42.84,77.25,23.37,74.47,114.08,22.8,18.2,25.0,20.4,0,1,1,3,1,0.0,2.799999999999999,-6.0
1970-01-01 00:00:00.000000041,2023-01-28 06:00:00,4,1308.44,5.76,31.19,101.57,23.84,68.26,107.17,19.0,20.6,22.0,23.0,0,1,1,3,1,0.0,2.400000000000002,-3.0
1970-01-01 00:00:00.000000042,2023-01-28 07:00:00,3,787.73,2.68,16.45,130.18,20.98,45.76,73.59,10.01,22.2,17.0,22.0,0,1,1,3,1,-1.0,1.5999999999999979,-5.0
1970-01-01 00:00:00.000000043,2023-01-28 08:00:00,3,714.3,2.4,14.91,137.33,21.7,39.92,62.4,8.49,23.4,14.0,19.9,0,1,1,3,1,0.0,1.1999999999999993,-3.0
1970-01-01 00:00:00.000000044,2023-01-28 09:00:00,3,707.63,2.46,15.94,138.76,23.37,37.37,58.68,8.23,24.0,13.0,17.4,0,1,1,3,1,0.0,0.6000000000000014,-1.0
1970-01-01 00:00:00.000000045,2023-01-28 10:00:00,4,1615.52,7.38,45.24,113.01,29.09,69.88,98.66,19.25,24.1,12.0,15.5,0,1,1,3,1,1.0,0.10000000000000142,-1.0
1970-01-01 00:00:00.000000046,2023-01-28 11:00:00,5,2723.69,12.85,76.09,80.11,33.38,106.89,143.94,30.65,24.0,13.0,14.3,0,1,1,3,1,1.0,-0.10000000000000142,1.0
1970-01-01 00:00:00.000000047,2023-01-28 12:00:00,5,3471.37,16.32,102.82,42.92,36.24,127.63,170.15,36.98,23.0,14.0,11.0,0,1,1,3,1,0.0,-1.0,1.0
1970-01-01 00:00:00.000000048,2023-01-28 13:00:00,5,4272.46,26.82,120.64,8.23,38.62,142.3,187.73,42.05,21.6,20.0,5.8,0,1,1,3,1,0.0,-1.3999999999999986,6.0
1970-01-01 00:00:00.000000049,2023-01-28 14:00:00,5,4699.71,39.79,115.16,0.03,40.05,157.02,203.26,46.1,21.2,17.0,1.4,0,1,1,3,1,0.0,-0.40000000000000213,-3.0
1970-01-01 00:00:00.000000050,2023-01-28 15:00:00,5,4432.68,31.29,108.3,0.07,40.53,171.19,217.78,49.14,20.0,20.0,4.0,0,1,1,3,1,0.0,-1.1999999999999993,3.0
1970-01-01 00:00:00.000000051,2023-01-28 16:00:00,5,3257.75,1.12,91.85,15.38,38.15,156.94,200.5,43.57,17.2,29.0,6.4,0,1,1,3,1,0.0,-2.8000000000000007,9.0
1970-01-01 00:00:00.000000052,2023-01-28 17:00:00,5,3204.35,0.01,76.09,37.19,39.58,181.42,226.84,46.61,15.6,34.0,7.6,0,1,1,3,1,0.0,-1.5999999999999996,5.0
1970-01-01 00:00:00.000000053,2023-01-28 18:00:00,5,3231.05,0.0,74.03,43.27,39.58,198.03,242.99,48.13,14.5,37.0,9.1,0,1,1,3,1,0.0,-1.0999999999999996,3.0
1970-01-01 00:00:00.000000054,2023-01-28 19:00:00,5,3044.13,0.01,73.34,39.34,35.76,185.79,226.91,42.05,13.8,40.0,10.0,0,1,1,3,1,0.0,-0.6999999999999993,3.0
1970-01-01 00:00:00.000000055,2023-01-28 20:00:00,5,2510.07,0.0,63.06,38.62,29.33,150.23,184.59,29.89,13.1,42.0,10.6,0,1,1,3,1,0.0,-0.7000000000000011,2.0
1970-01-01 00:00:00.000000056,2023-01-28 21:00:00,5,1949.31,0.0,46.61,46.49,24.8,126.78,157.42,23.05,12.7,44.0,11.1,0,1,1,3,1,0.0,-0.40000000000000036,2.0
1970-01-01 00:00:00.000000057,2023-01-28 22:00:00,5,1668.93,0.0,37.01,52.21,22.65,120.47,150.06,21.03,12.3,46.0,11.0,0,1,1,3,1,0.0,-0.3999999999999986,2.0
1970-01-01 00:00:00.000000058,2023-01-28 23:00:00,5,1655.58,0.0,35.3,50.78,21.7,124.3,154.36,21.79,12.2,47.0,10.8,0,1,1,3,1,0.0,-0.10000000000000142,1.0
1970-01-01 00:00:00.000000059,2023-01-29 00:00:00,5,1762.39,0.0,38.04,44.35,21.22,131.71,163.06,23.81,12.7,46.0,11.2,0,1,1,3,1,0.0,0.5,-1.0
1970-01-01 00:00:00.000000060,2023-01-29 01:00:00,5,1949.31,0.01,45.93,33.62,21.46,139.87,172.74,26.85,12.2,48.0,13.4,0,1,1,3,1,0.0,-0.5,2.0
1970-01-01 00:00:00.000000061,2023-01-29 02:00:00,5,2536.77,0.94,68.55,14.84,24.32,165.53,201.89,35.46,11.6,51.0,14.8,0,1,1,3,1,0.0,-0.5999999999999996,3.0
1970-01-01 00:00:00.000000062,2023-01-29 03:00:00,5,3952.03,25.26,91.85,0.76,30.99,229.71,274.45,52.18,12.8,44.0,13.4,0,1,1,3,1,0.0,1.200000000000001,-7.0
1970-01-01 00:00:00.000000063,2023-01-29 04:00:00,5,5447.39,60.8,105.56,7.6,38.15,278.55,331.9,65.86,15.8,33.0,10.0,0,1,1,3,1,0.0,3.0,-11.0
1970-01-01 00:00:00.000000064,2023-01-29 05:00:00,5,6462.1,81.36,124.75,20.38,46.25,319.41,378.8,74.98,18.5,27.0,6.7,0,1,1,3,1,0.0,2.6999999999999993,-6.0
1970-01-01 00:00:00.000000065,2023-01-29 06:00:00,5,6248.47,58.11,146.69,51.5,51.02,336.31,394.76,72.96,20.5,26.0,4.5,0,1,1,3,1,0.0,2.0,-1.0
1970-01-01 00:00:00.000000066,2023-01-29 07:00:00,5,1628.88,8.38,45.24,123.02,30.28,94.04,120.35,17.48,21.4,28.0,5.8,0,1,1,3,1,0.0,0.8999999999999986,2.0
1970-01-01 00:00:00.000000067,2023-01-29 08:00:00,3,761.03,3.19,18.51,135.9,15.74,46.63,63.45,7.66,22.2,30.0,13.8,0,1,1,3,1,-2.0,0.8000000000000007,2.0
1970-01-01 00:00:00.000000068,2023-01-29 09:00:00,3,453.95,1.58,9.0,128.75,8.58,24.96,36.83,4.24,22.6,30.0,20.0,0,1,1,3,1,0.0,0.40000000000000213,0.0
1970-01-01 00:00:00.000000069,2023-01-29 10:00:00,3,357.15,1.1,6.25,118.73,8.11,17.58,27.68,2.25,22.6,28.0,21.5,0,1,1,3,1,0.0,0.0,-2.0
1970-01-01 00:00:00.000000070,2023-01-29 11:00:00,3,350.48,1.03,6.68,113.01,10.49,15.47,25.99,1.85,22.1,29.0,20.5,0,1,1,3,1,0.0,-0.5,1.0
1970-01-01 00:00:00.000000071,2023-01-29 12:00:00,3,357.15,0.83,7.8,105.86,7.87,12.99,23.9,1.99,21.8,39.0,18.4,0,1,1,3,1,0.0,-0.3000000000000007,10.0
1970-01-01 00:00:00.000000072,2023-01-29 13:00:00,2,400.54,0.35,11.48,97.27,5.6,12.27,24.0,2.53,20.9,44.0,14.4,0,1,1,3,1,-1.0,-0.9000000000000021,5.0
1970-01-01 00:00:00.000000073,2023-01-29 14:00:00,2,417.23,0.0,13.02,90.84,4.77,12.4,24.85,2.88,19.9,51.0,11.9,0,1,1,3,1,0.0,-1.0,7.0
1970-01-01 00:00:00.000000074,2023-01-29 15:00:00,2,393.87,0.0,11.14,90.84,4.23,11.97,23.57,3.17,19.1,60.0,12.4,0,1,1,3,1,0.0,-0.7999999999999972,9.0
1970-01-01 00:00:00.000000075,2023-01-29 16:00:00,2,473.98,0.0,13.88,86.55,4.59,15.09,27.89,5.32,18.8,64.0,13.8,0,1,1,3,1,0.0,-0.3000000000000007,4.0
1970-01-01 00:00:00.000000076,2023-01-29 17:00:00,2,514.03,0.0,14.74,85.83,4.65,18.17,33.69,6.71,18.5,65.0,14.2,0,1,1,3,1,0.0,-0.3000000000000007,1.0
1970-01-01 00:00:00.000000077,2023-01-29 18:00:00,2,514.03,0.0,13.88,87.98,4.41,18.78,35.54,7.09,18.4,62.0,16.0,0,1,1,3,1,0.0,-0.10000000000000142,-3.0
1970-01-01 00:00:00.000000078,2023-01-29 19:00:00,2,507.35,0.0,13.71,89.41,4.23,16.92,32.28,6.52,17.9,61.0,12.6,0,1,1,3,1,0.0,-0.5,-1.0
1970-01-01 00:00:00.000000079,2023-01-29 20:00:00,2,507.35,0.0,14.05,89.41,4.77,15.34,29.38,6.02,18.0,64.0,17.8,0,1,1,3,1,0.0,0.10000000000000142,3.0
1970-01-01 00:00:00.000000080,2023-01-29 21:00:00,2,600.81,0.0,15.77,83.68,7.33,20.06,37.18,8.61,16.1,54.0,15.9,0,1,1,3,1,0.0,-1.8999999999999986,-10.0
1970-01-01 00:00:00.000000081,2023-01-29 22:00:00,2,640.87,0.0,15.59,72.96,9.42,24.47,46.25,10.39,14.8,55.0,14.3,0,1,1,3,1,0.0,-1.3000000000000007,1.0
1970-01-01 00:00:00.000000082,2023-01-29 23:00:00,3,680.92,0.0,15.94,62.23,11.32,28.35,52.39,11.78,13.6,59.0,12.8,0,1,1,3,1,1.0,-1.200000000000001,4.0
1970-01-01 00:00:00.000000083,2023-01-30 00:00:00,3,787.73,0.0,18.85,53.64,12.99,34.8,60.39,13.93,14.1,58.0,13.3,0,1,1,3,1,0.0,0.5,-1.0
1970-01-01 00:00:00.000000084,2023-01-30 01:00:00,4,1148.22,0.01,29.82,37.91,15.5,54.32,82.76,20.27,12.6,71.0,11.5,0,1,1,3,1,1.0,-1.5,13.0
1970-01-01 00:00:00.000000085,2023-01-30 02:00:00,5,2082.82,2.32,58.95,10.37,20.98,105.38,140.58,34.96,11.9,81.0,11.4,0,1,1,3,1,1.0,-0.6999999999999993,10.0
1970-01-01 00:00:00.000000086,2023-01-30 03:00:00,5,4379.27,49.17,82.94,0.29,32.42,226.92,279.35,62.32,12.6,75.0,11.2,0,1,1,3,1,0.0,0.6999999999999993,-6.0
1970-01-01 00:00:00.000000087,2023-01-30 04:00:00,5,7476.81,137.69,100.08,3.84,45.3,367.15,444.72,89.17,15.1,56.0,9.3,0,1,1,3,1,0.0,2.5,-19.0
1970-01-01 00:00:00.000000088,2023-01-30 05:00:00,5,9292.6,175.24,131.61,10.82,55.79,442.43,537.22,112.47,18.2,38.0,8.5,0,1,1,3,1,0.0,3.0999999999999996,-18.0
1970-01-01 00:00:00.000000089,2023-01-30 06:00:00,5,9613.04,126.96,197.41,32.54,64.85,490.96,594.0,119.57,21.2,28.0,5.5,0,1,1,3,1,0.0,3.0,-10.0
1970-01-01 00:00:00.000000090,2023-01-30 07:00:00,5,10574.34,76.0,279.66,85.12,74.39,633.65,749.14,121.59,22.5,26.0,3.4,0,1,1,3,1,0.0,1.3000000000000007,-2.0
1970-01-01 00:00:00.000000091,2023-01-30 08:00:00,5,12924.19,47.39,372.89,188.83,85.83,927.29,1057.68,128.69,22.9,29.0,8.7,0,1,1,3,1,0.0,0.3999999999999986,3.0
1970-01-01 00:00:00.000000092,2023-01-30 09:00:00,5,13565.06,29.06,427.72,329.02,88.69,1206.52,1338.9,120.58,23.0,31.0,13.8,0,1,1,3,1,0.0,0.10000000000000142,2.0
1970-01-01 00:00:00.000000093,2023-01-30 10:00:00,5,9292.6,17.66,323.53,354.77,66.76,989.34,1086.01,78.02,23.0,32.0,16.5,0,1,1,3,1,0.0,0.0,1.0
1970-01-01 00:00:00.000000094,2023-01-30 11:00:00,5,5233.76,11.85,191.93,243.19,41.48,507.43,568.62,46.61,22.8,36.0,17.1,0,1,1,3,1,0.0,-0.1999999999999993,4.0
1970-01-01 00:00:00.000000095,2023-01-30 12:00:00,5,3337.86,8.83,135.72,130.18,25.99,227.39,271.16,32.17,21.8,37.0,18.1,0,1,1,3,1,0.0,-1.0,1.0
1970-01-01 00:00:00.000000096,2023-01-30 13:00:00,5,2590.18,3.63,120.64,50.07,19.07,111.7,145.61,24.57,21.2,39.0,15.2,0,1,1,3,1,0.0,-0.6000000000000014,2.0
1970-01-01 00:00:00.000000097,2023-01-30 14:00:00,5,2750.4,8.16,120.64,3.67,18.6,92.25,123.76,27.36,20.2,42.0,12.4,0,1,1,3,1,0.0,-1.0,3.0
1970-01-01 00:00:00.000000098,2023-01-30 15:00:00,5,2803.8,7.1,108.3,3.26,20.27,102.15,133.21,33.44,19.2,49.0,12.0,0,1,1,3,1,0.0,-1.0,7.0
1970-01-01 00:00:00.000000099,2023-01-30 16:00:00,5,2990.72,4.14,104.19,6.97,23.84,128.41,161.38,42.05,18.2,54.0,12.3,0,1,1,3,1,0.0,-1.0,5.0
1970-01-01 00:00:00.000000100,2023-01-30 17:00:00,5,4486.08,25.93,113.79,0.08,34.33,225.37,269.07,66.88,17.4,53.0,13.0,0,1,1,3,1,0.0,-0.8000000000000007,-1.0
1970-01-01 00:00:00.000000101,2023-01-30 18:00:00,5,6408.69,61.69,122.01,0.0,46.73,354.82,414.06,94.23,16.9,51.0,13.0,0,1,1,3,1,0.0,-0.5,-2.0
1970-01-01 00:00:00.000000102,2023-01-30 19:00:00,5,6355.29,67.95,116.53,0.0,43.87,338.54,406.46,86.13,16.1,47.0,12.2,0,1,1,3,1,0.0,-0.7999999999999972,-4.0
1970-01-01 00:00:00.000000103,2023-01-30 20:00:00,5,3685.0,30.85,81.57,0.05,27.42,167.65,216.93,47.62,15.4,46.0,12.6,0,1,1,3,1,0.0,-0.7000000000000011,-1.0
1970-01-01 00:00:00.000000104,2023-01-30 21:00:00,5,1815.8,2.37,50.72,16.27,18.12,76.7,107.46,26.6,15.2,46.0,14.3,0,1,1,3,1,0.0,-0.20000000000000107,0.0
1970-01-01 00:00:00.000000105,2023-01-30 22:00:00,3,1028.06,0.0,20.91,64.37,14.31,45.8,67.71,17.48,15.0,47.0,16.1,0,1,1,3,1,-2.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000000106,2023-01-30 23:00:00,3,854.49,0.0,15.77,75.1,13.47,39.8,60.08,15.33,14.9,47.0,17.2,0,1,1,3,1,0.0,-0.09999999999999964,0.0
1970-01-01 00:00:00.000000107,2023-01-31 00:00:00,3,781.06,0.0,14.22,79.39,13.59,36.96,57.25,13.68,14.8,48.0,16.5,0,1,1,3,1,0.0,-0.09999999999999964,1.0
1970-01-01 00:00:00.000000108,2023-01-31 01:00:00,3,774.38,0.0,15.25,85.12,16.45,40.4,63.48,12.79,14.8,47.0,18.2,0,1,1,3,1,0.0,0.0,-1.0
1970-01-01 00:00:00.000000109,2023-01-31 02:00:00,4,1094.82,0.0,25.02,82.97,21.46,60.92,90.87,17.48,14.9,45.0,19.7,0,1,1,3,1,1.0,0.09999999999999964,-2.0
1970-01-01 00:00:00.000000110,2023-01-31 03:00:00,5,1815.8,0.14,50.04,64.37,26.7,98.97,141.15,28.12,15.8,43.0,20.7,0,1,1,3,1,1.0,0.9000000000000004,-2.0
1970-01-01 00:00:00.000000111,2023-01-31 04:00:00,5,2216.34,4.92,63.06,57.94,28.37,119.68,174.89,31.16,18.1,37.0,17.6,0,1,1,3,1,0.0,2.3000000000000007,-6.0
1970-01-01 00:00:00.000000112,2023-01-31 05:00:00,5,2082.82,9.05,54.15,75.1,29.56,125.83,191.52,28.63,20.9,32.0,21.2,0,1,1,3,1,0.0,2.799999999999997,-5.0
1970-01-01 00:00:00.000000113,2023-01-31 06:00:00,5,1695.63,6.76,40.1,107.29,33.38,122.26,192.14,22.55,23.1,27.0,25.8,0,1,1,3,1,0.0,2.200000000000003,-5.0
1970-01-01 00:00:00.000000114,2023-01-31 07:00:00,5,961.3,3.46,22.62,135.9,41.96,84.4,142.74,10.13,24.2,23.0,25.6,0,1,1,3,1,0.0,1.0999999999999979,-4.0
1970-01-01 00:00:00.000000115,2023-01-31 08:00:00,4,854.49,3.16,20.91,145.91,45.3,74.98,127.27,8.36,24.8,22.0,23.9,0,1,1,3,1,-1.0,0.6000000000000014,-1.0
1970-01-01 00:00:00.000000116,2023-01-31 09:00:00,4,847.82,3.13,21.93,150.2,46.25,71.37,120.87,8.11,25.1,21.0,23.0,0,1,1,3,1,0.0,0.3000000000000007,-1.0
1970-01-01 00:00:00.000000117,2023-01-31 10:00:00,5,1321.79,5.25,37.36,140.19,47.68,88.81,140.3,14.06,25.3,20.0,22.4,0,1,1,3,1,1.0,0.1999999999999993,-1.0
1970-01-01 00:00:00.000000118,2023-01-31 11:00:00,5,1762.39,6.2,50.04,125.89,45.78,101.04,153.0,19.76,25.1,20.0,22.0,0,1,1,3,1,0.0,-0.1999999999999993,0.0
1970-01-01 00:00:00.000000119,2023-01-31 12:00:00,5,1976.01,5.03,60.32,105.86,43.39,104.26,155.3,22.04,23.4,24.0,23.0,0,1,1,3,1,0.0,-1.7000000000000028,4.0
1970-01-01 00:00:00.000000120,2023-01-31 13:00:00,5,2323.15,1.73,77.46,72.24,39.58,109.26,159.83,25.08,22.4,27.0,20.5,0,1,1,3,1,0.0,-1.0,3.0
1970-01-01 00:00:00.000000121,2023-01-31 14:00:00,5,2777.1,0.02,91.85,43.99,34.33,127.82,181.41,32.17,21.0,32.0,19.2,0,1,1,3,1,0.0,-1.3999999999999986,5.0
1970-01-01 00:00:00.000000122,2023-01-31 15:00:00,5,2964.02,0.0,85.0,40.41,32.42,153.41,210.25,40.53,20.0,37.0,17.4,0,1,1,3,1,0.0,-1.0,5.0
1970-01-01 00:00:00.000000123,2023-01-31 16:00:00,5,2830.51,0.0,69.23,50.78,30.99,164.32,220.69,43.57,18.9,41.0,17.1,0,1,1,3,1,0.0,-1.1000000000000014,4.0
1970-01-01 00:00:00.000000124,2023-01-31 17:00:00,5,2590.18,0.0,57.58,60.8,28.37,161.69,215.27,42.05,18.0,45.0,17.4,0,1,1,3,1,0.0,-0.8999999999999986,4.0
1970-01-01 00:00:00.000000125,2023-01-31 18:00:00,5,2376.56,0.0,51.41,66.52,25.75,154.11,203.73,39.01,17.4,48.0,18.4,0,1,1,3,1,0.0,-0.6000000000000014,3.0
1970-01-01 00:00:00.000000126,2023-01-31 19:00:00,5,1949.31,0.0,42.16,73.67,21.22,127.65,170.98,29.39,16.8,48.0,18.7,0,1,1,3,1,0.0,-0.5999999999999979,0.0
1970-01-01 00:00:00.000000127,2023-01-31 20:00:00,5,1308.44,0.0,26.73,87.26,15.97,91.03,126.57,17.23,16.4,48.0,19.6,0,1,1,3,1,0.0,-0.40000000000000213,0.0
1970-01-01 00:00:00.000000128,2023-01-31 21:00:00,5,974.66,0.0,16.28,98.71,14.07,77.19,109.23,12.54,15.9,50.0,20.1,0,1,1,3,1,0.0,-0.4999999999999982,2.0
1970-01-01 00:00:00.000000129,2023-01-31 22:00:00,4,854.49,0.0,12.34,105.86,14.31,74.29,104.35,11.02,15.7,51.0,20.3,0,1,1,3,1,-1.0,-0.20000000000000107,1.0
1970-01-01 00:00:00.000000130,2023-01-31 23:00:00,4,827.79,0.0,11.48,110.15,15.97,74.06,102.96,10.64,15.4,51.0,19.4,0,1,1,3,1,0.0,-0.29999999999999893,0.0
1970-01-01 00:00:00.000000131,2023-02-01 00:00:00,4,807.76,0.0,11.65,110.15,17.4,72.9,101.92,10.51,15.4,52.0,18.8,0,1,1,3,1,0.0,0.0,1.0
1970-01-01 00:00:00.000000132,2023-02-01 01:00:00,4,834.47,0.0,14.05,107.29,18.84,72.19,104.11,11.15,14.8,53.0,18.9,0,1,1,3,1,0.0,-0.5999999999999996,1.0
1970-01-01 00:00:00.000000133,2023-02-01 02:00:00,5,1081.47,0.0,22.96,98.71,21.22,83.49,122.64,15.71,14.6,54.0,19.3,0,1,1,3,1,1.0,-0.20000000000000107,1.0
