,index,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,temperature_2m,relative_humidity_2m,wind_speed_10m,hour,day,month,day_of_week,season,aqi_change_rate,temp_change_rate,humidity_change_rate
1970-01-01 00:00:00.000001604,2023-04-06 09:00:00,3,1268.39,10.28,45.93,111.58,8.82,40.33,67.36,12.03,29.1,55.0,21.4,0,1,1,3,1,0.0,0.10000000000000142,-2.0
1970-01-01 00:00:00.000001605,2023-04-06 10:00:00,3,1081.47,9.39,39.41,100.14,6.85,31.85,56.29,9.5,28.8,53.0,22.5,0,1,1,3,1,0.0,-0.3000000000000007,-2.0
1970-01-01 00:00:00.000001606,2023-04-06 11:00:00,3,867.84,7.26,32.56,91.55,5.3,25.46,47.38,6.84,28.0,60.0,23.0,0,1,1,3,1,0.0,-0.8000000000000007,7.0
1970-01-01 00:00:00.000001607,2023-04-06 12:00:00,2,707.63,4.81,27.76,86.55,4.11,22.03,42.98,4.81,26.6,66.0,24.0,0,1,1,3,1,-1.0,-1.3999999999999986,6.0
1970-01-01 00:00:00.000001608,2023-04-06 13:00:00,2,640.87,2.37,29.47,79.39,3.55,21.56,43.27,3.64,26.0,71.0,25.4,0,1,1,3,1,0.0,-0.6000000000000014,5.0
1970-01-01 00:00:00.000001609,2023-04-06 14:00:00,2,627.52,0.23,31.53,72.96,3.46,23.42,47.57,3.51,25.2,74.0,26.4,0,1,1,3,1,0.0,-0.8000000000000007,3.0
1970-01-01 00:00:00.000001610,2023-04-06 15:00:00,3,514.03,0.0,21.59,82.25,3.37,24.4,50.76,3.42,24.6,79.0,19.7,0,1,1,3,1,1.0,-0.5999999999999979,5.0
1970-01-01 00:00:00.000001611,2023-04-06 16:00:00,3,467.3,0.0,16.62,86.55,3.99,24.94,52.17,3.7,24.3,82.0,13.3,0,1,1,3,1,0.0,-0.3000000000000007,3.0
1970-01-01 00:00:00.000001612,2023-04-06 17:00:00,3,487.33,0.0,16.45,85.12,5.13,26.18,53.0,4.69,23.9,84.0,10.4,0,1,1,3,1,0.0,-0.40000000000000213,2.0
1970-01-01 00:00:00.000001613,2023-04-06 18:00:00,3,527.38,0.0,16.79,85.12,6.38,27.37,53.67,5.45,23.4,89.0,11.1,0,1,1,3,1,0.0,-0.5,5.0
1970-01-01 00:00:00.000001614,2023-04-06 19:00:00,3,480.65,0.0,14.57,90.84,6.62,25.32,49.76,4.43,23.0,92.0,12.6,0,1,1,3,1,0.0,-0.3999999999999986,3.0
1970-01-01 00:00:00.000001615,2023-04-06 20:00:00,2,413.89,0.0,12.0,95.84,6.44,23.03,46.04,3.26,22.6,93.0,11.0,0,1,1,3,1,-1.0,-0.3999999999999986,1.0
1970-01-01 00:00:00.000001616,2023-04-06 21:00:00,3,377.18,0.0,9.6,100.14,6.79,23.09,45.84,3.13,22.2,93.0,11.2,0,1,1,3,1,1.0,-0.40000000000000213,0.0
1970-01-01 00:00:00.000001617,2023-04-06 22:00:00,3,370.5,0.0,8.14,101.57,6.68,24.07,47.42,3.45,21.8,95.0,11.3,0,1,1,3,1,0.0,-0.3999999999999986,2.0
1970-01-01 00:00:00.000001618,2023-04-06 23:00:00,3,380.52,0.0,8.05,101.57,6.91,25.07,49.09,3.93,21.5,96.0,10.8,0,1,1,3,1,0.0,-0.3000000000000007,1.0
1970-01-01 00:00:00.000001619,2023-04-07 00:00:00,3,403.88,0.0,9.0,98.71,7.75,26.39,51.08,4.37,21.9,95.0,13.0,0,1,1,3,1,0.0,0.3999999999999986,-1.0
1970-01-01 00:00:00.000001620,2023-04-07 01:00:00,3,467.3,0.0,12.17,94.41,9.42,29.11,55.14,5.38,21.4,96.0,12.3,0,1,1,3,1,0.0,-0.5,1.0
1970-01-01 00:00:00.000001621,2023-04-07 02:00:00,3,607.49,0.02,19.02,85.12,10.49,33.45,61.83,6.97,21.9,94.0,11.2,0,1,1,3,1,0.0,0.5,-2.0
1970-01-01 00:00:00.000001622,2023-04-07 03:00:00,3,934.6,2.04,34.62,70.81,11.8,41.45,73.26,10.26,23.4,87.0,9.7,0,1,1,3,1,0.0,1.5,-7.0
1970-01-01 00:00:00.000001623,2023-04-07 04:00:00,4,1949.31,21.01,65.8,43.27,15.5,63.44,101.3,18.49,25.6,74.0,10.2,0,1,1,3,1,1.0,2.200000000000003,-13.0
1970-01-01 00:00:00.000001624,2023-04-07 05:00:00,5,2857.21,42.47,85.0,38.27,18.84,86.57,130.43,26.85,27.8,58.0,9.4,0,1,1,3,1,1.0,2.1999999999999993,-16.0
1970-01-01 00:00:00.000001625,2023-04-07 06:00:00,5,2643.59,31.29,85.68,65.09,17.88,89.36,134.15,27.11,28.5,60.0,15.0,0,1,1,3,1,0.0,0.6999999999999993,2.0
1970-01-01 00:00:00.000001626,2023-04-07 07:00:00,4,1869.2,16.09,65.12,101.57,13.35,68.59,107.46,20.27,28.5,64.0,20.4,0,1,1,3,1,-1.0,0.0,4.0
1970-01-01 00:00:00.000001627,2023-04-07 08:00:00,4,1468.66,11.85,51.41,110.15,10.49,51.53,84.13,15.45,29.1,58.0,20.3,0,1,1,3,1,0.0,0.6000000000000014,-6.0
1970-01-01 00:00:00.000001628,2023-04-07 09:00:00,3,1335.14,12.07,47.98,100.14,9.06,38.84,67.72,13.3,29.5,54.0,20.2,0,1,1,3,1,-1.0,0.3999999999999986,-4.0
1970-01-01 00:00:00.000001629,2023-04-07 10:00:00,3,1121.52,11.06,40.1,85.83,6.97,28.89,54.84,10.01,29.8,49.0,19.6,0,1,1,3,1,0.0,0.3000000000000007,-5.0
1970-01-01 00:00:00.000001630,2023-04-07 11:00:00,2,907.9,9.05,32.9,75.1,5.3,23.3,47.76,7.22,28.8,56.0,21.6,0,1,1,3,1,-1.0,-1.0,7.0
1970-01-01 00:00:00.000001631,2023-04-07 12:00:00,2,720.98,6.26,27.42,67.95,4.05,19.65,43.24,5.07,27.8,63.0,24.0,0,1,1,3,1,0.0,-1.0,7.0
1970-01-01 00:00:00.000001632,2023-04-07 13:00:00,2,640.87,3.49,28.45,58.65,3.52,17.42,39.55,3.83,26.8,69.0,22.3,0,1,1,3,1,0.0,-1.0,6.0
1970-01-01 00:00:00.000001633,2023-04-07 14:00:00,2,640.87,0.51,33.24,45.78,3.52,16.88,38.03,3.86,25.8,78.0,20.9,0,1,1,3,1,0.0,-1.0,9.0
1970-01-01 00:00:00.000001634,2023-04-07 15:00:00,2,540.73,0.0,24.68,52.93,3.52,16.41,36.86,3.96,25.0,85.0,19.9,0,1,1,3,1,0.0,-0.8000000000000007,7.0
1970-01-01 00:00:00.000001635,2023-04-07 16:00:00,2,467.3,0.0,18.34,62.23,3.99,16.1,35.85,4.02,24.7,86.0,18.4,0,1,1,3,1,0.0,-0.3000000000000007,1.0
1970-01-01 00:00:00.000001636,2023-04-07 17:00:00,2,440.6,0.0,15.42,65.8,4.47,16.17,35.58,4.31,24.2,86.0,16.1,0,1,1,3,1,0.0,-0.5,0.0
1970-01-01 00:00:00.000001637,2023-04-07 18:00:00,2,433.92,0.0,13.54,67.95,4.71,16.02,34.91,4.31,23.7,90.0,13.8,0,1,1,3,1,0.0,-0.5,4.0
1970-01-01 00:00:00.000001638,2023-04-07 19:00:00,2,423.91,0.0,13.19,67.23,4.71,15.9,34.84,3.89,23.4,93.0,12.5,0,1,1,3,1,0.0,-0.3000000000000007,3.0
1970-01-01 00:00:00.000001639,2023-04-07 20:00:00,2,393.87,0.0,12.34,66.52,4.59,16.0,35.98,3.23,23.0,95.0,11.5,0,1,1,3,1,0.0,-0.3999999999999986,2.0
1970-01-01 00:00:00.000001640,2023-04-07 21:00:00,2,347.14,0.0,8.48,70.81,4.23,16.57,38.19,3.04,22.5,96.0,11.0,0,1,1,3,1,0.0,-0.5,1.0
1970-01-01 00:00:00.000001641,2023-04-07 22:00:00,2,323.77,0.0,6.17,74.39,3.93,17.2,40.33,3.23,22.2,97.0,11.9,0,1,1,3,1,0.0,-0.3000000000000007,1.0
1970-01-01 00:00:00.000001642,2023-04-07 23:00:00,2,313.76,0.0,5.57,76.53,4.05,17.75,42.16,3.1,21.9,97.0,12.9,0,1,1,3,1,0.0,-0.3000000000000007,0.0
1970-01-01 00:00:00.000001643,2023-04-08 00:00:00,2,317.1,0.0,5.65,78.68,4.41,18.44,43.73,2.91,22.4,95.0,12.0,0,1,1,3,1,0.0,0.5,-2.0
1970-01-01 00:00:00.000001644,2023-04-08 01:00:00,2,350.48,0.0,7.37,78.68,5.3,19.92,46.44,3.23,22.0,96.0,10.9,0,1,1,3,1,0.0,-0.3999999999999986,1.0
1970-01-01 00:00:00.000001645,2023-04-08 02:00:00,3,440.6,0.01,12.0,75.1,6.32,22.8,51.03,4.31,22.4,97.0,10.1,0,1,1,3,1,1.0,0.3999999999999986,1.0
1970-01-01 00:00:00.000001646,2023-04-08 03:00:00,3,667.57,1.29,22.96,67.95,7.75,28.47,59.47,6.65,24.0,89.0,10.5,0,1,1,3,1,0.0,1.6000000000000014,-8.0
1970-01-01 00:00:00.000001647,2023-04-08 04:00:00,3,1455.31,13.63,49.35,47.21,10.85,45.5,81.94,12.92,26.5,75.0,11.0,0,1,1,3,1,0.0,2.5,-14.0
1970-01-01 00:00:00.000001648,2023-04-08 05:00:00,4,2323.15,30.4,69.92,43.63,14.31,69.23,112.48,20.27,28.5,61.0,9.5,0,1,1,3,1,1.0,2.0,-14.0
1970-01-01 00:00:00.000001649,2023-04-08 06:00:00,5,2510.07,25.26,78.14,71.53,16.21,88.02,136.93,24.32,29.8,53.0,8.1,0,1,1,3,1,1.0,1.3000000000000007,-8.0
1970-01-01 00:00:00.000001650,2023-04-08 07:00:00,5,1976.01,13.63,63.75,115.87,13.47,82.28,133.51,19.76,30.6,52.0,11.6,0,1,1,3,1,0.0,0.8000000000000007,-1.0
1970-01-01 00:00:00.000001651,2023-04-08 08:00:00,4,1214.98,7.49,39.76,130.18,8.11,53.85,105.17,11.91,30.8,56.0,19.9,0,1,1,3,1,-1.0,0.1999999999999993,4.0
1970-01-01 00:00:00.000001652,2023-04-08 09:00:00,3,827.79,5.48,26.73,115.87,5.19,37.31,87.91,7.22,30.6,48.0,23.0,0,1,1,3,1,-1.0,-0.1999999999999993,-8.0
1970-01-01 00:00:00.000001653,2023-04-08 10:00:00,3,600.81,4.19,18.68,97.27,3.46,29.33,76.38,4.56,30.5,51.0,21.1,0,1,1,3,1,0.0,-0.10000000000000142,3.0
1970-01-01 00:00:00.000001654,2023-04-08 11:00:00,3,500.68,3.58,15.25,82.25,2.71,24.56,66.02,3.39,29.2,53.0,26.4,0,1,1,3,1,0.0,-1.3000000000000007,2.0
1970-01-01 00:00:00.000001655,2023-04-08 12:00:00,3,423.91,2.6,13.37,74.39,2.15,20.44,54.94,2.47,28.0,56.0,28.3,0,1,1,3,1,0.0,-1.1999999999999993,3.0
1970-01-01 00:00:00.000001656,2023-04-08 13:00:00,2,427.25,1.61,16.45,68.66,2.06,18.47,47.74,2.18,26.9,68.0,27.8,0,1,1,3,1,-1.0,-1.1000000000000014,12.0
1970-01-01 00:00:00.000001657,2023-04-08 14:00:00,2,473.98,0.24,22.62,57.22,2.41,18.59,45.22,2.69,25.8,78.0,23.1,0,1,1,3,1,0.0,-1.0999999999999979,10.0
1970-01-01 00:00:00.000001658,2023-04-08 15:00:00,2,487.33,0.0,21.59,52.93,3.01,19.97,45.87,3.7,25.4,77.0,20.3,0,1,1,3,1,0.0,-0.40000000000000213,-1.0
1970-01-01 00:00:00.000001659,2023-04-08 16:00:00,2,403.88,0.0,13.02,62.94,3.87,19.35,45.72,3.39,25.1,79.0,15.5,0,1,1,3,1,0.0,-0.29999999999999716,2.0
1970-01-01 00:00:00.000001660,2023-04-08 17:00:00,2,400.54,0.0,11.48,64.37,4.23,20.12,46.67,3.74,24.6,84.0,14.3,0,1,1,3,1,0.0,-0.5,5.0
1970-01-01 00:00:00.000001661,2023-04-08 18:00:00,2,407.22,0.0,11.31,65.09,4.35,20.65,47.16,3.93,24.0,88.0,11.2,0,1,1,3,1,0.0,-0.6000000000000014,4.0
1970-01-01 00:00:00.000001662,2023-04-08 19:00:00,2,420.57,0.0,12.51,64.37,4.29,20.53,46.3,3.93,23.4,90.0,8.9,0,1,1,3,1,0.0,-0.6000000000000014,2.0
1970-01-01 00:00:00.000001663,2023-04-08 20:00:00,2,387.19,0.0,12.0,64.37,3.99,19.3,43.78,3.26,23.0,93.0,10.7,0,1,1,3,1,0.0,-0.3999999999999986,3.0
1970-01-01 00:00:00.000001664,2023-04-08 21:00:00,2,357.15,0.0,9.42,67.23,4.05,19.25,43.0,3.13,22.5,95.0,9.9,0,1,1,3,1,0.0,-0.5,2.0
1970-01-01 00:00:00.000001665,2023-04-08 22:00:00,2,330.45,0.0,7.11,69.38,3.93,19.57,42.86,3.07,22.3,96.0,10.5,0,1,1,3,1,0.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000001666,2023-04-08 23:00:00,2,313.76,0.0,6.08,70.1,4.05,20.19,43.49,2.82,22.4,96.0,10.7,0,1,1,3,1,0.0,0.09999999999999787,0.0
1970-01-01 00:00:00.000001667,2023-04-09 00:00:00,2,310.42,0.0,6.0,69.38,4.47,21.21,45.02,2.66,23.1,95.0,12.4,0,1,1,3,1,0.0,0.7000000000000028,-1.0
1970-01-01 00:00:00.000001668,2023-04-09 01:00:00,2,327.11,0.0,7.2,66.52,5.13,22.66,47.05,2.82,23.1,95.0,13.5,0,1,1,3,1,0.0,0.0,0.0
1970-01-01 00:00:00.000001669,2023-04-09 02:00:00,2,367.16,0.01,9.42,63.66,5.13,23.52,48.19,3.04,23.6,93.0,14.0,0,1,1,3,1,0.0,0.5,-2.0
1970-01-01 00:00:00.000001670,2023-04-09 03:00:00,2,453.95,0.78,13.71,60.08,5.07,24.29,49.23,3.61,25.1,82.0,16.0,0,1,1,3,1,0.0,1.5,-11.0
1970-01-01 00:00:00.000001671,2023-04-09 04:00:00,3,867.84,7.71,29.13,47.92,6.08,30.18,58.09,6.9,27.1,68.0,16.6,0,1,1,3,1,1.0,2.0,-14.0
1970-01-01 00:00:00.000001672,2023-04-09 05:00:00,3,1268.39,16.54,40.1,45.06,7.15,37.01,68.53,10.51,28.9,57.0,13.1,0,1,1,3,1,0.0,1.7999999999999972,-11.0
1970-01-01 00:00:00.000001673,2023-04-09 06:00:00,3,1188.28,13.19,36.33,63.66,7.09,37.42,72.31,11.78,28.9,63.0,21.2,0,1,1,3,1,0.0,0.0,6.0
1970-01-01 00:00:00.000001674,2023-04-09 07:00:00,3,894.55,7.82,26.73,82.25,5.78,31.85,67.65,9.63,28.9,63.0,25.0,0,1,1,3,1,0.0,0.0,0.0
1970-01-01 00:00:00.000001675,2023-04-09 08:00:00,3,727.65,5.98,21.25,86.55,4.71,27.3,61.15,7.03,29.6,55.0,23.1,0,1,1,3,1,0.0,0.7000000000000028,-8.0
1970-01-01 00:00:00.000001676,2023-04-09 09:00:00,3,607.49,5.14,17.65,82.97,3.81,23.47,53.74,5.07,29.3,59.0,23.6,0,1,1,3,1,0.0,-0.3000000000000007,4.0
1970-01-01 00:00:00.000001677,2023-04-09 10:00:00,2,440.6,3.41,12.17,77.96,2.83,19.46,46.8,3.04,29.4,55.0,22.4,0,1,1,3,1,-1.0,0.09999999999999787,-4.0
1970-01-01 00:00:00.000001678,2023-04-09 11:00:00,2,377.18,2.6,10.02,72.96,2.38,18.04,46.07,2.15,27.9,65.0,29.5,0,1,1,3,1,0.0,-1.5,10.0
1970-01-01 00:00:00.000001679,2023-04-09 12:00:00,2,330.45,1.69,8.74,70.81,2.03,17.41,48.5,1.49,26.9,69.0,24.3,0,1,1,3,1,0.0,-1.0,4.0
1970-01-01 00:00:00.000001680,2023-04-09 13:00:00,3,327.11,0.83,10.2,67.95,2.0,17.46,53.09,1.2,26.0,74.0,23.5,0,1,1,3,1,1.0,-0.8999999999999986,5.0
1970-01-01 00:00:00.000001681,2023-04-09 14:00:00,3,343.8,0.08,12.34,65.8,2.15,18.58,58.11,1.36,25.5,79.0,21.4,0,1,1,3,1,0.0,-0.5,5.0
1970-01-01 00:00:00.000001682,2023-04-09 15:00:00,3,333.79,0.0,10.37,68.66,2.32,20.64,62.9,1.58,25.1,80.0,16.7,0,1,1,3,1,0.0,-0.3999999999999986,1.0
1970-01-01 00:00:00.000001683,2023-04-09 16:00:00,3,343.8,0.0,9.77,71.53,2.86,23.94,70.19,1.96,24.8,82.0,10.6,0,1,1,3,1,0.0,-0.3000000000000007,2.0
1970-01-01 00:00:00.000001684,2023-04-09 17:00:00,3,340.46,0.0,9.0,72.96,3.31,27.12,77.33,2.15,24.4,83.0,8.8,0,1,1,3,1,0.0,-0.40000000000000213,1.0
1970-01-01 00:00:00.000001685,2023-04-09 18:00:00,3,357.15,0.0,9.08,73.67,3.87,30.24,84.66,2.5,23.9,89.0,9.8,0,1,1,3,1,0.0,-0.5,6.0
1970-01-01 00:00:00.000001686,2023-04-09 19:00:00,3,363.83,0.0,9.51,72.96,4.29,31.99,88.57,2.47,23.5,92.0,11.7,0,1,1,3,1,0.0,-0.3999999999999986,3.0
1970-01-01 00:00:00.000001687,2023-04-09 20:00:00,3,353.81,0.0,9.68,70.81,5.01,32.85,89.64,2.22,23.2,94.0,9.8,0,1,1,3,1,0.0,-0.3000000000000007,2.0
1970-01-01 00:00:00.000001688,2023-04-09 21:00:00,3,373.84,0.0,10.71,66.52,7.15,35.37,92.74,3.01,23.1,96.0,7.5,0,1,1,3,1,0.0,-0.09999999999999787,2.0
1970-01-01 00:00:00.000001689,2023-04-09 22:00:00,3,377.18,0.0,10.37,62.94,8.11,38.12,94.66,3.67,22.5,98.0,4.0,0,1,1,3,1,0.0,-0.6000000000000014,2.0
1970-01-01 00:00:00.000001690,2023-04-09 23:00:00,3,363.83,0.0,9.85,61.51,8.58,39.22,94.6,3.7,22.2,100.0,4.5,0,1,1,3,1,0.0,-0.3000000000000007,2.0
1970-01-01 00:00:00.000001691,2023-04-10 00:00:00,3,347.14,0.0,10.11,59.37,9.54,39.76,94.12,3.39,22.5,100.0,4.4,0,1,1,3,1,0.0,0.3000000000000007,0.0
1970-01-01 00:00:00.000001692,2023-04-10 01:00:00,3,343.8,0.0,10.97,57.22,10.01,39.9,93.35,3.29,22.2,100.0,7.6,0,1,1,3,1,0.0,-0.3000000000000007,0.0
1970-01-01 00:00:00.000001693,2023-04-10 02:00:00,3,327.11,0.01,10.45,57.22,8.34,38.2,90.23,2.75,23.6,97.0,9.4,0,1,1,3,1,0.0,1.4000000000000021,-3.0
1970-01-01 00:00:00.000001694,2023-04-10 03:00:00,3,380.52,0.43,12.68,56.51,6.5,36.05,87.11,3.07,25.0,85.0,11.5,0,1,1,3,1,0.0,1.3999999999999986,-12.0
1970-01-01 00:00:00.000001695,2023-04-10 04:00:00,3,947.95,9.16,33.59,38.27,7.21,42.52,95.8,7.73,26.1,78.0,10.6,0,1,1,3,1,0.0,1.1000000000000014,-7.0
1970-01-01 00:00:00.000001696,2023-04-10 05:00:00,4,1588.82,24.81,45.93,30.4,9.3,52.39,109.7,13.3,26.8,75.0,11.5,0,1,1,3,1,1.0,0.6999999999999993,-3.0
1970-01-01 00:00:00.000001697,2023-04-10 06:00:00,4,1655.58,23.47,47.3,44.35,10.49,55.53,114.7,16.72,27.4,72.0,14.4,0,1,1,3,1,0.0,0.5999999999999979,-3.0
1970-01-01 00:00:00.000001698,2023-04-10 07:00:00,4,1348.5,15.2,40.44,66.52,9.42,49.19,107.78,14.82,27.6,71.0,17.2,0,1,1,3,1,0.0,0.20000000000000284,-1.0
1970-01-01 00:00:00.000001699,2023-04-10 08:00:00,3,1081.47,10.84,33.24,77.25,7.63,41.74,99.21,11.15,28.0,68.0,19.8,0,1,1,3,1,-1.0,0.3999999999999986,-3.0
1970-01-01 00:00:00.000001700,2023-04-10 09:00:00,3,907.9,9.16,28.1,75.82,6.32,35.99,92.83,8.23,28.2,66.0,20.0,0,1,1,3,1,0.0,0.1999999999999993,-2.0
1970-01-01 00:00:00.000001701,2023-04-10 10:00:00,3,680.92,6.82,21.08,70.81,4.89,30.58,86.34,5.51,27.9,67.0,19.1,0,1,1,3,1,0.0,-0.3000000000000007,1.0
1970-01-01 00:00:00.000001702,2023-04-10 11:00:00,3,580.79,5.7,18.16,63.66,4.29,28.8,85.38,4.24,27.6,66.0,17.6,0,1,1,3,1,0.0,-0.29999999999999716,-1.0
1970-01-01 00:00:00.000001703,2023-04-10 12:00:00,3,514.03,4.36,16.79,57.22,3.78,28.07,86.71,3.29,26.5,68.0,15.5,0,1,1,3,1,0.0,-1.1000000000000014,2.0
1970-01-01 00:00:00.000001704,2023-04-10 13:00:00,3,520.71,3.07,20.39,46.49,3.81,28.69,89.69,2.85,26.0,71.0,15.8,0,1,1,3,1,0.0,-0.5,3.0
1970-01-01 00:00:00.000001705,2023-04-10 14:00:00,3,534.06,0.57,25.36,33.97,4.05,29.85,94.17,3.01,25.4,75.0,14.8,0,1,1,3,1,0.0,-0.6000000000000014,4.0
1970-01-01 00:00:00.000001706,2023-04-10 15:00:00,3,494.0,0.02,21.59,33.97,4.29,30.61,97.38,3.42,25.2,76.0,13.8,0,1,1,3,1,0.0,-0.1999999999999993,1.0
1970-01-01 00:00:00.000001707,2023-04-10 16:00:00,3,500.68,0.01,19.88,35.05,5.19,31.84,99.21,4.31,24.8,80.0,10.4,0,1,1,3,1,0.0,-0.3999999999999986,4.0
1970-01-01 00:00:00.000001708,2023-04-10 17:00:00,3,507.35,0.01,18.68,35.41,6.02,32.86,99.36,4.81,24.4,85.0,9.0,0,1,1,3,1,0.0,-0.40000000000000213,5.0
1970-01-01 00:00:00.000001709,2023-04-10 18:00:00,3,520.71,0.01,18.68,35.05,6.97,34.5,99.69,5.32,23.8,90.0,7.8,0,1,1,3,1,0.0,-0.5999999999999979,5.0
1970-01-01 00:00:00.000001710,2023-04-10 19:00:00,3,520.71,0.01,19.88,36.48,7.63,34.45,97.46,5.19,23.2,94.0,9.1,0,1,1,3,1,0.0,-0.6000000000000014,4.0
1970-01-01 00:00:00.000001711,2023-04-10 20:00:00,3,540.73,0.01,21.76,35.05,8.7,35.1,95.89,4.75,22.6,98.0,8.1,0,1,1,3,1,0.0,-0.5999999999999979,4.0
1970-01-01 00:00:00.000001712,2023-04-10 21:00:00,3,567.44,0.0,22.28,34.69,10.13,37.42,95.83,5.19,22.0,99.0,7.1,0,1,1,3,1,0.0,-0.6000000000000014,1.0
1970-01-01 00:00:00.000001713,2023-04-10 22:00:00,3,547.41,0.0,20.39,35.76,10.13,38.35,93.44,5.95,21.6,100.0,6.6,0,1,1,3,1,0.0,-0.3999999999999986,1.0
1970-01-01 00:00:00.000001714,2023-04-10 23:00:00,3,534.06,0.0,19.19,35.41,10.73,38.91,90.57,6.78,21.5,100.0,6.0,0,1,1,3,1,0.0,-0.10000000000000142,0.0
1970-01-01 00:00:00.000001715,2023-04-11 00:00:00,3,567.44,0.0,20.91,32.19,13.47,41.13,90.23,7.6,22.2,100.0,5.1,0,1,1,3,1,0.0,0.6999999999999993,0.0
1970-01-01 00:00:00.000001716,2023-04-11 01:00:00,3,634.19,0.01,25.36,27.18,17.88,44.54,92.7,8.36,22.1,99.0,7.0,0,1,1,3,1,0.0,-0.09999999999999787,-1.0
1970-01-01 00:00:00.000001717,2023-04-11 02:00:00,3,574.11,0.04,24.68,27.18,16.69,40.99,90.73,7.28,23.0,99.0,10.7,0,1,1,3,1,0.0,0.8999999999999986,0.0
1970-01-01 00:00:00.000001718,2023-04-11 03:00:00,3,540.73,0.74,23.31,32.54,11.09,34.78,85.33,6.02,24.1,88.0,11.8,0,1,1,3,1,0.0,1.1000000000000014,-11.0
1970-01-01 00:00:00.000001719,2023-04-11 04:00:00,3,867.84,9.16,30.85,33.62,8.58,35.6,86.42,7.6,25.6,75.0,11.5,0,1,1,3,1,0.0,1.5,-13.0
1970-01-01 00:00:00.000001720,2023-04-11 05:00:00,3,1335.14,20.56,40.1,34.69,8.94,43.27,95.16,11.4,26.6,71.0,12.5,0,1,1,3,1,0.0,1.0,-4.0
1970-01-01 00:00:00.000001721,2023-04-11 06:00:00,3,1361.85,18.1,40.1,52.93,9.18,46.52,96.49,13.43,27.4,67.0,15.2,0,1,1,3,1,0.0,0.7999999999999972,-4.0
1970-01-01 00:00:00.000001722,2023-04-11 07:00:00,3,1094.82,11.29,33.24,74.39,7.75,40.61,84.23,11.27,28.0,65.0,17.1,0,1,1,3,1,0.0,0.6000000000000014,-2.0
1970-01-01 00:00:00.000001723,2023-04-11 08:00:00,3,894.55,8.49,27.42,83.68,6.38,33.8,71.72,8.61,28.5,63.0,19.9,0,1,1,3,1,0.0,0.5,-2.0
1970-01-01 00:00:00.000001724,2023-04-11 09:00:00,3,807.76,7.71,25.36,82.97,5.54,29.1,64.34,6.9,28.6,61.0,20.6,0,1,1,3,1,0.0,0.10000000000000142,-2.0
1970-01-01 00:00:00.000001725,2023-04-11 10:00:00,3,700.95,6.71,22.28,79.39,4.65,25.19,59.44,5.45,29.0,52.0,20.5,0,1,1,3,1,0.0,0.3999999999999986,-9.0
1970-01-01 00:00:00.000001726,2023-04-11 11:00:00,3,647.54,6.09,21.59,72.96,4.29,23.73,58.51,4.75,28.5,59.0,20.6,0,1,1,3,1,0.0,-0.5,7.0
1970-01-01 00:00:00.000001727,2023-04-11 12:00:00,3,627.52,5.59,22.62,62.94,3.99,23.48,58.43,4.24,27.0,72.0,19.7,0,1,1,3,1,0.0,-1.5,13.0
1970-01-01 00:00:00.000001728,2023-04-11 13:00:00,3,694.27,4.53,30.16,45.42,4.05,24.35,59.71,4.05,26.7,72.0,21.8,0,1,1,3,1,0.0,-0.3000000000000007,0.0
1970-01-01 00:00:00.000001729,2023-04-11 14:00:00,3,674.25,0.66,35.3,32.54,4.11,25.14,60.27,3.99,25.7,79.0,19.8,0,1,1,3,1,0.0,-1.0,7.0
1970-01-01 00:00:00.000001730,2023-04-11 15:00:00,3,534.06,0.01,24.68,41.84,4.11,25.16,60.28,3.86,25.6,81.0,14.9,0,1,1,3,1,0.0,-0.09999999999999787,2.0
1970-01-01 00:00:00.000001731,2023-04-11 16:00:00,3,460.62,0.0,17.65,52.93,4.65,25.5,61.9,3.86,25.4,81.0,15.2,0,1,1,3,1,0.0,-0.20000000000000284,0.0
1970-01-01 00:00:00.000001732,2023-04-11 17:00:00,3,467.3,0.0,16.79,55.07,5.25,27.54,65.86,4.5,24.9,91.0,13.1,0,1,1,3,1,0.0,-0.5,10.0
1970-01-01 00:00:00.000001733,2023-04-11 18:00:00,3,514.03,0.0,17.65,54.36,5.96,30.76,70.36,5.26,24.6,92.0,10.0,0,1,1,3,1,0.0,-0.29999999999999716,1.0
1970-01-01 00:00:00.000001734,2023-04-11 19:00:00,3,500.68,0.0,17.82,51.5,5.96,31.42,71.2,4.81,24.2,95.0,7.1,0,1,1,3,1,0.0,-0.40000000000000213,3.0
1970-01-01 00:00:00.000001735,2023-04-11 20:00:00,3,407.22,0.0,14.74,52.21,5.25,29.21,68.0,3.1,23.8,97.0,7.2,0,1,1,3,1,0.0,-0.3999999999999986,2.0
1970-01-01 00:00:00.000001736,2023-04-11 21:00:00,3,340.46,0.0,10.71,57.94,4.95,28.41,66.42,2.34,23.7,97.0,9.7,0,1,1,3,1,0.0,-0.10000000000000142,0.0
1970-01-01 00:00:00.000001737,2023-04-11 22:00:00,3,320.43,0.0,7.88,62.94,4.47,29.25,67.55,2.28,23.9,94.0,11.6,0,1,1,3,1,0.0,0.1999999999999993,-3.0
